keggid,name,formula,pubchemID,smile,fp,cid
cpd:C00788,L-Adrenaline,C9H13NO3,4046,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,00000000000000000000000000000000000000000000000000000010000000000000000010000000001000100000010100001000100000000101000000000001000110000001000110100011110101111111110,5816.0
cpd:C05587,3-Methoxytyramine,C9H13NO2,7912,COC1=C(C=CC(=C1)CCN)O,00000000000000000000000000000000000000000000000000000000000000000000000010000000001010000000010000001000100000010100001000000011000100000001000110010011110101111111110,1669.0
cpd:C05583,3-Methoxy-4-hydroxyphenylglycolaldehyde,C9H10O4,7909,COC1=C(C=CC(=C1)C(C=O)O)O,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000010000000000000000000100000000000011000100000001100110100010101001011011110,440729.0
cpd:C05581,3-Methoxy-4-hydroxyphenylacetaldehyde,C9H10O3,7907,COC1=C(C=CC(=C1)CC=O)O,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000010000000000000000000100000000000011000010000001000110100010101101011011110,151276.0
cpd:C02411,Glutaconyl-1-CoA,C26H40N7O19P3S,5444,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/CC(=O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111001111001011011111111111111011111101100111111111111111111110,9543050.0
cpd:C05638,5-Hydroxykynurenamine,C9H12N2O2,7949,C1=CC(=C(C=C1O)C(=O)CCN)N,00000000000000000000000000000000000000000000000000000000000000000000000000000000001010000001000001001000100000010100001000000001000111010001001110010011111111110111110,164719.0
cpd:C05636,3-Hydroxykynurenamine,C9H12N2O2,7947,C1=CC(=C(C(=C1)O)N)C(=O)CCN,00000000000000000000000000000000000000000000000000000010000000000000000000000000001010000001000101001000100000010100001000000001000111010001001110010011111111110111110,440736.0
cpd:C00398,Tryptamine,C10H12N2,3688,C1=CC=C2C(=C1)C(=CN2)CCN,00000000000000000000000000000000000000000000000000000000000000000100000000000000001110000011000010001100110000010000001001000100000100000100001000010001010110100111010,1150.0
cpd:C05639,"4,6-Dihydroxyquinoline",C9H7NO2,7950,C1=CC2=C(C=C1O)C(=O)C=CN2,00000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001100100010000000100000001000101000100000101000101000001101011010111110,440738.0
cpd:C05637,"4,8-Dihydroxyquinoline",C9H7NO2,7948,C1=CC2=C(C(=C1)O)NC=CC2=O,00000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000101100100010000000100000001000101000100000101000101000001101011010111110,440737.0
cpd:C00519,Hypotaurine,C2H7NO2S,3802,C(CS(=O)O)N,00000000000000000000000000000000000000001000000000010101001011000001010001000000001010001010000001001010100000010000001000001000001110000011000000011001010100110100100,107812.0
cpd:C16688,Sucrose 6-phosphate,C12H23O14P,51091010,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)O)O)O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000001100000111000010100010001001001000000010011011101110000111100100101010110101010001110,644101.0
cpd:C00252,Isomaltose,C12H22O11,3551,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,00000000000000000000000000000000000000000000000000000110010000000000000010000000001000000111000000100000000001000000000010010011000110000111100101100010110101010001110,439193.0
cpd:C01725,Levanbiose,C12H22O11,4862,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OC[C@@H]2[C@H]([C@@H]([C@](O2)(CO)O)O)O)O)O)O,00000000000000000000000000000000000000000000000000000110010000000000000010000000001100000111000010000000100001001000000010010011110110000111100100100010110101010000110,439555.0
cpd:C04257,N-Acetyl-D-mannosamine 6-phosphate,C8H16NO9P,6922,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](OC1O)COP(=O)(O)O)O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000000000000111100101100010001001101000010000011011001111001101100100101011111111111101110,11426583.0
cpd:C06153,scyllo-Inositol,C6H12O6,8409,C1(C(C(C(C(C1O)O)O)O)O)O,00000000000000000000000000000000000000000000000000000110000000000000000010000000000000000100000000000000000000000000000000000001000100000001100100100010100001010001110,892.0
cpd:C00513,CDP-glycerol,C12H21N3O13P2,3796,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OCC(CO)O)O)O,00000000000000000000000000000100000001100000000010000110010000100100010010010100101111000111100111100010101001101100010011101011001111011111101110101011111111110111110,439249.0
cpd:C01290,Lactosylceramide,C31H56NO13R,4509,,,
cpd:C00479,Propanal,C3H6O,3762,CCC=O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000001100001000100,527.0
cpd:C16241,(R)-Lipoate,C8H14O2S2,47205549,C1CSS[C@@H]1CCCCC(=O)O,00000000000000100000000000000000000010000000000000000000000000000001000000000000010100001011000010000000100000000000001010011000110010000101000000010000011101010000110,6112.0
cpd:C06423,Octanoic acid,C8H16O2,8658,CCCCCCCC(=O)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000100010000011101000010000110010000001000000010000001101011000100,379.0
cpd:C02147,Dihydrolipoate,C8H16O2S2,5225,C(CCC(=O)O)C[C@H](CCS)S,00000000000000000000000000000000000000000000000000000100000000000000000000000000011000001011000000000000100000000000001000010000110110000001000000010000011101010000100,9834298.0
cpd:C22161,Dihydrolipoyl-AMP,C18H28N5O8PS2,405226352,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OC(=O)CCCC[C@H](CCS)S)O)O)N,00000000000000000000000000000100000000100000000010000110010000100100010010010101111111001111100111100110111001101000011011111111111111011111101100111011111111110111110,146035868.0
cpd:C00418,(R)-Mevalonate,C6H12O4,3708,C[C@@](CCO)(CC(=O)O)O,00000000000000000000000000000000000000000000000000000100000000000010000000000000001000000111000000000000100001001001101000010000010110000001100000110000111101011000100,439230.0
cpd:C01143,(R)-5-Diphosphomevalonate,C6H14O10P2,4374,C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O,00000000000000000000000000000100000000000001000010000100000000000010010000000000000000000111000000000010101001001001101000011010011110001001100000111000111101011000100,439418.0
cpd:C01107,(R)-5-Phosphomevalonate,C6H13O7P,4339,C[C@@](CCOP(=O)(O)O)(CC(=O)O)O,00000000000000000000000000000100000000000001000010000100000000000010010000000000000000000111000000000010101001001001101000011010011110001001100000111000111101011000100,439400.0
cpd:C00192,Hydroxylamine,NH3O,3492,NO,00000000000000000000000010000000000000000000000000000000000000000000110100000000000010000000001000000010000000000000000000001000000100000001000000000001000000000100100,787.0
cpd:C00887,Nitrous oxide,N2O,4143,[N-]=[N+]=O,00000000000000000000000000000000000000000000000001001000000000010000001100000000000000000000001000000010000000000000010100001000001000000000001000000000000000000100100,948.0
cpd:C18323,3-Methylfumaryl-CoA,C26H40N7O19P3S,103061504,C/C(=C\C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)/C(=O)O,00000000000000000000000000000100000000100001000010100110010000100110010010111101111111001111100111111110111001111001011011111111111111011111111100111111111111111111110,71448968.0
cpd:C21559,N-[(2S)-2-Amino-2-carboxyethyl]-L-glutamate,C8H14N2O6,336445197,C(CC(=O)O)[C@@H](C(=O)O)NC[C@@H](C(=O)O)N,00000000000000000000000000000000000000000000000000000110000000000000000000000001001010000011000101001000100000010000001000010000110110001001101000110001011111110100100,75277391.0
cpd:C14899,3-Dehydro-L-gulonate 6-phosphate,C6H11O10P,17395897,C([C@@H]([C@H](C(=O)[C@@H](C(=O)O)O)O)O)OP(=O)(O)O,00000000000000000000000000000100000000000001000010000110000000000000010010000000000000000110000000000010101001001000000000011010001110001001100000101000111101010000100,11954078.0
cpd:C00618,3-Dehydro-L-gulonate,C6H10O7,3892,C([C@@H]([C@H](C(=O)[C@@H](C(=O)O)O)O)O)O,00000000000000000000000000000000000000000000000000000110000000000000000010000000001000000110000000000000100001000000000000010000000110001001100000100000111101010000100,439273.0
cpd:C03291,L-Xylulose 5-phosphate,C5H11O8P,6148,C([C@@H]([C@H](C(=O)CO)O)O)OP(=O)(O)O,00000000000000000000000000000100000000000001000010000110000000000000010010000000001000000111000000000010101001001000000000001010101110001011100000101000111101010000100,23615404.0
cpd:C00072,Ascorbate,C6H8O6,3372,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,00000000000000000000000000000000000000000000000000000110010000000000000010001000001100000101000010010000100001000000000000010001000110000101100100100010111101010000110,54670067.0
cpd:C16186,L-Ascorbate 6-phosphate,C6H9O9P,47205494,C(C([C@@H]1C(=C(C(=O)O1)O)O)O)OP(=O)(O)O,00000000000000000000000000000100000000000001000010000110010000000000010010001000000100000111000010010010101001001000000000011011001110001101100100101010111101010000110,54723872.0
cpd:C00146,Phenol,C6H6O,3446,C1=CC=C(C=C1)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000001000100000000100001000011110,996.0
cpd:C05172,Selenophosphoric acid,H3PO3Se,7583,OP(=O)(O)[SeH],00010000000000000000000000000100000000000001100010000000000000000000010000000000000000000000000000000010001000001000000000001000001100000001000000101000000000010000100,56928068.0
cpd:C06482,L-Selenocysteinyl-tRNA(Sec),C13H22NO11PSeR2(C5H8O6PR)n,8713,,,
cpd:C05730,Glutathionylspermidine,C17H34N6O5S,8032,C(CCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@@H](C(=O)O)N)CN,00000000000000000000000000000000000000000000000000000110000000000000000000000001101010101011100100001000100000110000011000010000110110001011101000110001011111110100100,440772.0
cpd:C00270,N-Acetylneuraminate,C11H19NO9,3568,CC(=O)N[C@@H]1[C@H](CC(O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O,00000000000000000000000000000000000000000000000000000110010000000000000010000000001000000110100101100000100001101000010000010001000111001101100100100011111111111101110,439197.0
cpd:C20933,(9Z)-Hexadec-9-enoyl-KDO2-lipid IV(A),C100H182N2O38P2,254741395,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)O[C@@]4(C[C@H]([C@H]([C@H](O4)[C@@H](CO)O)O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000001000000111100101110010101011111011111010011011111111001111111101111111111111111101110,25246184.0
cpd:C19877,4-O-Phospho-alpha-Kdo-(2->6)-lipid IVA,C76H143N2O33P3,135626343,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)OP(=O)(O)O)C(=O)O)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000001000000111100101100010101011111011111010011011111111001111111101111111111111111101110,46173395.0
cpd:C21991,Palmitoleoyl-myristoyl-KDO2-lipid A,C114H208N2O39P2,384585052,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1OP(=O)(O)O)CO[C@@]2(C[C@H]([C@H]([C@H](O2)[C@@H](CO)O)O)O[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)O)C(=O)O)C(=O)O)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)OP(=O)(O)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O)NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,00000000000000000000000000000100000000000001000010000110010000000000010010000000001000000111100101110010101011111011111010011011111111001111111101111111111111111101110,25246140.0
cpd:C16272,3-Hydroxy-5-oxohexanoate,C6H10O4,47205580,CC(=O)CC(CC(=O)O)O,00000000000000000000000000000000000000000000000000000100000000000000000000000000000000000101000000000000100010000001000000010000000110001001100000100000101101011000100,376.0
cpd:C16273,3-Hydroxy-5-oxohexanoyl-CoA,C27H44N7O19P3S,47205581,CC(=O)CC(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111001011011101111111111011111111100111111111111111111110,9543236.0
cpd:C00246,Butanoic acid,C4H8O2,3545,CCCC(=O)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000011001000010000000010000001000000010000001101011000100,264.0
cpd:C11143,Dimethyl sulfoxide,C2H6OS,13325,CS(=O)C,00000000000000000000000000000000000000000000000000010000000011000001000001100000000000101000010000000010000000000000000000001000000000000000000000001100000000001000100,679.0
cpd:C00580,Dimethyl sulfide,C2H6S,3859,CSC,00000000000000000000000000000000000000000000000000000000000000000000000000100000000000101000010000000000000000000000000000000000000000000000000000000100000000001000000,1068.0
cpd:C02977,GDP-6-deoxy-D-talose,C16H25N5O15P2,5888,C[C@@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)O,00000000000000000000000001000100000000100001000010000110010000100100010010010101100111000111100111100110011001101100010011111111001111011101101101101011111111111111110,135398688.0
cpd:C00264,3-Oxoacyl-CoA,C24H37N7O18P3SR,3562,,,
cpd:C20450,"2,5-Furandicarboxylate",C6H4O5,163312187,C1=C(OC(=C1)C(=O)O)C(=O)O,00000000000000000000000000000000000000000000000000000000010000000000000010000000000100000000000010000000000000000000000000010000000100001101100000100000101001010010110,76720.0
cpd:C01546,2-Furoate,C5H4O3,4705,C1=COC(=C1)C(=O)O,00000000000000000000000000000000000000000000000000000000010000000000000010000000000100000000000010000000000000000000000000010000000000000101000000100000101001010010110,6919.0
cpd:C00845,2-Furoyl-CoA,C26H38N7O18P3S,4102,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=CO4)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111001111001011011101111111111011111101100111111111111111111110,11966143.0
cpd:C11521,UDP-6-sulfoquinovose,C15H24N2O19P2S,13689,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CS(=O)(=O)O)O)O)O)O)O,00000000000000000000000000000100000001011000000010010111011011100101010011010100100101001111100111100010101001101100010011111011001111001111101111101011111111110111110,443244.0
cpd:C03360,4-Nitrophenyl phosphate,C6H6NO6P,6198,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O,00000000000000000000000010000100000000000001000011000000100000010000011100000000000000000000001000000010001000001100000100101011001101011001100100101000100011110111110,378.0
cpd:C00870,4-Nitrophenol,C6H5NO3,4127,C1=CC(=CC=C1[N+](=O)[O-])O,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000000000001000000010000000000100000100101001001001010001000100101000100011110111110,980.0
cpd:C05807,2-Polyprenylphenol,C11H14O(C5H8)n,8102,CC(=CCC/C(=C/CC1=CC=CC=C1O)/C)C,00000000000000000000000000000000000000000000000000100000000000000000000000101000000000000010000000010000000010000101101000000001110000000001010110010110100101001011110,5280829.0
cpd:C05810,2-Octaprenylphenol,C46H70O,8105,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC1=CC=CC=C1O)/C)/C)/C)/C)/C)/C)/C)C,00000000000000000000000000000000000000000000000000100000000000000000000000101000000000000010000000010000000010000101101000000001110000000001010110010110100101001011110,5280832.0
cpd:C00976,GDP-D-mannuronate,C16H23N5O17P2,4225,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O)N=C(NC2=O)N,00000000000000000000000001000100000000100001000010000110010000100100010010010101100111000111100111100110011001101100010011111111001111011101101101101011111111110111110,135398576.0
cpd:C05144,(beta-D-Mannuronate)n,(C6H8O6)n,7562,,,
cpd:C17010,Dehypoxanthine futalosine,C14H16O7,96023493,C1=CC(=CC(=C1)C(=O)O)C(=O)CC[C@@H]2[C@H]([C@H](C(O2)O)O)O,00000000000000000000000000000000000000000000000000000110010000000000000010000000000100000111000010000000000000000000001000010001000110001101100100110010101101010011110,25137931.0
cpd:C17017,Cyclic dehypoxanthine futalosine,C14H14O7,96023498,C1CC2([C@H]([C@H](C(O2)O)O)O)C3=C(C1=O)C=C(C=C3)C(=O)O,00000000000000000000000000000000000000000000000000000110010000000010000010000000000100000111000010000100010000001000001000010001000110001101100111110010101001010011110,44182442.0
cpd:C20772,3-[(1-Carboxyvinyl)oxy]benzoate,C10H8O5,254741239,C=C(C(=O)O)OC1=CC=CC(=C1)C(=O)O,00000000000000000000000000000000001000000000000000000000000000000000000010001000000000000000000000010000000000000100000000010011000100001001100100100000101001010011110,23844017.0
cpd:C17018,"1,4-Dihydroxy-6-naphthoate",C11H8O4,96023499,C1=CC2=C(C=CC(=C2C=C1C(=O)O)O)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000100000000010101000100000001100101100000101001010011110,14278030.0
cpd:C16850,"2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid",C7H13NO5,96023374,CC(=O)[C@H]([C@@H](C[C@@H](C(=O)O)N)O)O,00000000000000000000000000000000000000000000000000000110000000000000000010000000000010000110000101000000100010010000000000010000000110001001100000100001101111111100100,25137912.0
cpd:C00969,3-Hydroxypropanal,C3H6O2,4219,C(CO)C=O,00000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000100001000000001000000000000010000001000000010000011101010000100,75049.0
cpd:C02457,"Propane-1,3-diol",C3H8O2,5477,C(CO)CO,00000000000000000000000000000000000000000000000000000100000000000000000000000000001000000110000000000000100001000000001000000000000110000011000000010000010101010000100,10442.0
cpd:C19794,CDP-1L-myo-inositol,C15H25N3O16P2,135626261,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC3[C@H]([C@H](C([C@H]([C@@H]3O)O)O)O)O)O)O,00000000000000000000000000000100000001100000000010000110010000100100010010010100100111000111100111100010001001101100010011101011001111011101101111101011111111110111110,50986210.0
cpd:C19799,"Bis(1L-myo-inositol)-3,1'-phosphate 1-phosphate",C12H24O17P2,135626266,[C@@H]1([C@@H]([C@H]([C@H]([C@H]([C@@H]1O)OP(=O)(O)OC2[C@H]([C@H](C([C@H]([C@@H]2O)O)O)O)O)O)OP(=O)(O)O)O)O,00000000000000000000000000000100000000000001000010000110000000000000010010000000000000000100000000000010001000001000000000001011001100001001100101101010100001010001110,53262311.0
cpd:C16396,"2,4-Diamino-6-nitrotoluene",C7H9N3O2,47205694,CC1=C(C=C(C=C1[N+](=O)[O-])N)N,00000000000000000000000010000000000000000000000001000100100000010000001100000000100010000000001000000010000000000000000100101000001101010000001010001011000010111111110,96177.0
cpd:C16399,"2,4-Diamino-6-hydroxylaminotoluene",C7H11N3O,47205697,CC1=C(C=C(C=C1NO)N)N,00000000000000000000000010000000000000000000000000000100000000000000110100000000100010000000001000000010000000000000000000001000000101010001001010000011000010101111110,9543226.0
